date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:40:32	19387/19387	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css?ver=5.18.0	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b943b94.css	(from https://educationinclusivity.org/)
20:40:33	16471/16471	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css?ver=8.4.5	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a494a4.css	(from https://educationinclusivity.org/)
20:40:33	1134/1134	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jul%202023%2011:36:42%20GMT	https://educationinclusivity.org/wp-content/uploads/elementor/css/post-1544730.css?ver=1690285002	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/uploads/elementor/css/post-15447304730.css	(from https://educationinclusivity.org/)
20:40:33	8153/8153	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/css/embedpress-elementor3fd0.css?ver=3.8.2	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/css/embedpress-elementor3fd03fd0.css	(from https://educationinclusivity.org/)
20:40:33	151438/151438	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20Aug%202024%2013:35:04%20GMT	https://educationinclusivity.org/wp-content/uploads/elementor/css/post-16946ad.css?ver=1719162612	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/uploads/elementor/css/post-16946ad46ad.css	(from https://educationinclusivity.org/)
20:40:34	59028/59028	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Mar%202021%2008:46:22%20GMT	https://educationinclusivity.org/wp-includes/css/dashicons.minb6a4.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-includes/css/dashicons.minb6a4b6a4.css	(from https://educationinclusivity.org/)
20:40:35	32499/32499	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/css/plyrb6a4.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/css/plyrb6a4b6a4.css	(from https://educationinclusivity.org/)
20:40:35	95501/95501	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2017:23:18%20GMT	https://educationinclusivity.org/wp-content/themes/blocksy/static/bundle/main.min68d7.css?ver=1.8.80	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/themes/blocksy/static/bundle/main.min68d768d7.css	(from https://educationinclusivity.org/)
20:40:35	1101/1101	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2017:23:18%20GMT	https://educationinclusivity.org/wp-content/themes/blocksy/static/bundle/back-to-top.min68d7.css?ver=1.8.80	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/themes/blocksy/static/bundle/back-to-top.min68d768d7.css	(from https://educationinclusivity.org/)
20:40:36	1854/1854	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2017:23:18%20GMT	https://educationinclusivity.org/wp-content/themes/blocksy/static/bundle/elementor-frontend.min68d7.css?ver=1.8.80	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/themes/blocksy/static/bundle/elementor-frontend.min68d768d7.css	(from https://educationinclusivity.org/)
20:40:36	445765/445765	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles459e.css?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles459e459e.css	(from https://educationinclusivity.org/)
20:40:36	30299/30299	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive459e.css?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive459e459e.css	(from https://educationinclusivity.org/)
20:40:37	57912/57912	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css?ver=5.15.3	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d552d5.css	(from https://educationinclusivity.org/)
20:40:37	679/679	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css?ver=5.15.3	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d552d5.css	(from https://educationinclusivity.org/)
20:40:37	673/673	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css?ver=5.15.3	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d552d5.css	(from https://educationinclusivity.org/)
20:40:37	681/681	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css?ver=5.15.3	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d552d5.css	(from https://educationinclusivity.org/)
20:40:38	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2000:35:46%20GMT	https://educationinclusivity.org/wp-includes/js/jquery/jquery.minf43b.js?ver=3.7.1	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-includes/js/jquery/jquery.minf43bf43b.js	(from https://educationinclusivity.org/)
20:40:38	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2002:30:24%20GMT	https://educationinclusivity.org/wp-includes/js/jquery/jquery-migrate.min5589.js?ver=3.4.1	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-includes/js/jquery/jquery-migrate.min55895589.js	(from https://educationinclusivity.org/)
20:40:38	119883/119883	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/js/plyr.polyfilled68b3.js?ver=1	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/js/plyr.polyfilled68b368b3.js	(from https://educationinclusivity.org/)
20:40:39	215519/215519	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Aug%202024%2010:15:34%20GMT	https://educationinclusivity.org/wp-json/index.html	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-json/index.html	(from https://educationinclusivity.org/)
20:40:39	100709/100709	---M-Z	200	added ('OK')	application/json	date:Tue,%2013%20Aug%202024%2010:15:34%20GMT	https://educationinclusivity.org/wp-json/wp/v2/pages/169.json	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-json/wp/v2/pages/169.json	(from https://educationinclusivity.org/)
20:40:39	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2006%20Nov%202024%2017:40:41%20GMT	https://educationinclusivity.org/xmlrpc0db0.php?rsd	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/xmlrpc0db00db0.php	(from https://educationinclusivity.org/)
20:40:40	123541/123541	---M-Z	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2009:40:00%20GMT	https://educationinclusivity.org/index.html	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/index-2.html	(from https://educationinclusivity.org/)
20:40:40	2091/2091	---M-Z	200	added ('OK')	application/json	date:Tue,%2013%20Aug%202024%2010:15:36%20GMT	https://educationinclusivity.org/wp-json/oembed/1.0/embed7279.json?url=https%3A%2F%2Fwww.alliancehighschool.ac.ke%2F	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-json/oembed/1.0/embed72797279.json	(from https://educationinclusivity.org/)
20:40:41	2253/2253	---M--	200	added ('OK')	text/html	date:Tue,%2013%20Aug%202024%2010:15:36%20GMT	https://educationinclusivity.org/wp-json/oembed/1.0/embed48fd?url=https%3A%2F%2Fwww.alliancehighschool.ac.ke%2F&format=xml	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-json/oembed/1.0/embed48fd48fd.html	(from https://educationinclusivity.org/)
20:40:41	99/99	---M--	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2017:23:18%20GMT	https://educationinclusivity.org/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	(from https://educationinclusivity.org/)
20:40:41	96119/96119	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2010:30:36%20GMT	https://educationinclusivity.org/about/index.html	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/about/index.html	(from https://educationinclusivity.org/)
20:40:42	90296/90296	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2015:14:24%20GMT	https://educationinclusivity.org/photo-gallery/index.html	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/photo-gallery/index.html	(from https://educationinclusivity.org/)
20:40:42	100651/100651	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202024%2011:07:24%20GMT	https://educationinclusivity.org/contact/index.html	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/contact/index.html	(from https://educationinclusivity.org/)
20:40:42	18468/18468	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/animations/animations.mina3be.css?ver=3.11.5	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/animations/animations.mina3bea3be.css	(from https://educationinclusivity.org/)
20:40:42	187760/187760	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Aug%202024%2007:10:04%20GMT	https://educationinclusivity.org/wp-content/uploads/2024/01/5.jpg	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/uploads/2024/01/5.jpg	(from https://educationinclusivity.org/)
20:40:42	13550/13550	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/js/pdfobject.min3fd0.js?ver=3.8.2	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/js/pdfobject.min3fd03fd0.js	(from https://educationinclusivity.org/)
20:40:43	9003/9003	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/js/initplyr3fd0.js?ver=3.8.2	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/js/initplyr3fd03fd0.js	(from https://educationinclusivity.org/)
20:40:44	20989/20989	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/js/front3fd0.js?ver=3.8.2	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/js/front3fd03fd0.js	(from https://educationinclusivity.org/)
20:40:44	10655/10655	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://educationinclusivity.org/wp-content/plugins/embedpress/assets/js/documents-viewer-script3fd0.js?ver=3.8.2	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/embedpress/assets/js/documents-viewer-script3fd03fd0.js	(from https://educationinclusivity.org/)
20:40:44	40/40	---M--	200	added ('OK')	application/javascript	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script459e.js?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script459e459e.js	(from https://educationinclusivity.org/)
20:40:45	137549/137549	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts459e.js?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts459e459e.js	(from https://educationinclusivity.org/)
20:40:45	32901/32901	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2017:23:18%20GMT	https://educationinclusivity.org/wp-content/themes/blocksy/static/bundle/main68d7.js?ver=1.8.80	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/themes/blocksy/static/bundle/main68d768d7.js	(from https://educationinclusivity.org/)
20:40:45	4958/4958	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/js/webpack.runtime.mina3be.js?ver=3.11.5	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/js/webpack.runtime.mina3bea3be.js	(from https://educationinclusivity.org/)
20:40:46	36460/36460	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/js/frontend-modules.mina3be.js?ver=3.11.5	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/js/frontend-modules.mina3bea3be.js	(from https://educationinclusivity.org/)
20:40:46	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js?ver=4.0.2	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da05da.js	(from https://educationinclusivity.org/)
20:40:46	21464/21464	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2000:36:00%20GMT	https://educationinclusivity.org/wp-includes/js/jquery/ui/core.minb37e.js?ver=1.13.3	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-includes/js/jquery/ui/core.minb37eb37e.js	(from https://educationinclusivity.org/)
20:40:47	41906/41906	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/js/frontend.mina3be.js?ver=3.11.5	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/js/frontend.mina3bea3be.js	(from https://educationinclusivity.org/)
20:40:47	681/681	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min459e.js?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min459e459e.js	(from https://educationinclusivity.org/)
20:40:47	18593/18593	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor459e.js?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor459e459e.js	(from https://educationinclusivity.org/)
20:40:47	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Nov%202024%2017:40:49%20GMT	https://educationinclusivity.org/comments/feed/%22https://en.gravatar.com/%22>Gravatar</a>.]]	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/comments/feed/_https_/en.gravatar.com/__Gravatar_/a_.]]	(from https://educationinclusivity.org/comments/feed/index.html)
20:40:49	212956/212956	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.eot?5.18.0	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bbd6bb.eot	(from https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css?ver=5.18.0)
20:40:49	459244/459244	---M--	200	added ('OK')	font/woff	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://educationinclusivity.org/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff?y24e1e	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac97ac.woff	(from https://educationinclusivity.org/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons459e.css?ver=3.0.4)
20:40:50	114948/114948	---M--	200	added ('OK')	font/woff	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff?5.18.0	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bbd6bb.woff	(from https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css?ver=5.18.0)
20:40:50	93868/93868	---M--	200	added ('OK')	font/woff2	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bb.woff2?5.18.0	C:/Users/HP/OneDrive/Desktop/Tutorials/MBUGUA/educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsd6bbd6bb.woff2	(from https://educationinclusivity.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css?ver=5.18.0)
